x,y,z,prob
2.4607,-1.5169,0,0.85960
2.5281,-1.5169,0,0.85960
2.5955,-1.5169,0,0.85960
2.6629,-1.5169,0,0.85960
2.7303,-1.5169,0,0.85960
2.7978,-1.5169,0,0.85960
2.8652,-1.5169,0,0.85960
2.9326,-1.5169,0,0.85960
3.0000,-1.5169,0,0.85960
-3.0000,-1.4494,0,0.88890
-2.9326,-1.4494,0,0.88890
-2.8652,-1.4494,0,0.88890
-2.7978,-1.4494,0,0.88890
-2.7303,-1.4494,0,0.88890
-2.6629,-1.4494,0,0.88890
-2.5955,-1.4494,0,0.88890
-2.5281,-1.4494,0,0.88890
-2.4607,-1.4494,0,0.88890
-2.3933,-1.4494,0,0.88890
-2.3258,-1.4494,0,0.88890
-2.2584,-1.4494,0,0.88890
-2.1910,-1.4494,0,0.88890
-2.1236,-1.4494,0,0.88890
-2.0562,-1.4494,0,0.88890
-1.9888,-1.4494,0,0.88890
-1.9213,-1.4494,0,0.88890
-1.8539,-1.4494,0,0.88890
-1.7865,-1.4494,0,0.88890
-1.7191,-1.4494,0,0.88890
-1.6517,-1.4494,0,0.88890
-1.5843,-1.4494,0,0.88890
-1.5169,-1.4494,0,0.88890
-1.4494,-1.4494,0,0.88890
-1.3820,-1.4494,0,0.88890
-1.3146,-1.4494,0,0.88890
-1.2472,-1.4494,0,0.88890
-1.1798,-1.4494,0,0.88890
-1.1124,-1.4494,0,0.88890
-1.0449,-1.4494,0,0.88890
-0.9775,-1.4494,0,0.88890
-0.9101,-1.4494,0,0.88890
-0.8427,-1.4494,0,0.88890
-0.7753,-1.4494,0,0.88834
-0.7079,-1.4494,0,0.88758
-0.6404,-1.4494,0,0.88683
-0.5730,-1.4494,0,0.88606
-0.5056,-1.4494,0,0.88530
-0.4382,-1.4494,0,0.88454
-0.3708,-1.4494,0,0.88377
-0.3034,-1.4494,0,0.88301
-0.2360,-1.4494,0,0.88224
-0.1685,-1.4494,0,0.88147
-0.1011,-1.4494,0,0.88070
-0.0337,-1.4494,0,0.87993
0.0337,-1.4494,0,0.87916
0.1011,-1.4494,0,0.87838
0.1685,-1.4494,0,0.87761
0.2360,-1.4494,0,0.87683
0.3034,-1.4494,0,0.87605
0.3708,-1.4494,0,0.87527
0.4382,-1.4494,0,0.87449
0.5056,-1.4494,0,0.87371
0.5730,-1.4494,0,0.87293
0.6404,-1.4494,0,0.87214
0.7079,-1.4494,0,0.87136
0.7753,-1.4494,0,0.87057
0.8427,-1.4494,0,0.86978
0.9101,-1.4494,0,0.86899
0.9775,-1.4494,0,0.86820
1.0449,-1.4494,0,0.86741
1.1124,-1.4494,0,0.86661
1.1798,-1.4494,0,0.86582
1.2472,-1.4494,0,0.86502
1.3146,-1.4494,0,0.86422
1.3820,-1.4494,0,0.86343
1.4494,-1.4494,0,0.86263
1.5169,-1.4494,0,0.86182
1.5843,-1.4494,0,0.86102
1.6517,-1.4494,0,0.86022
1.7191,-1.4494,0,0.85960
1.7865,-1.4494,0,0.85960
1.8539,-1.4494,0,0.85960
1.9213,-1.4494,0,0.85960
1.9888,-1.4494,0,0.85960
2.0562,-1.4494,0,0.85960
2.1236,-1.4494,0,0.85960
2.1910,-1.4494,0,0.85960
2.2584,-1.4494,0,0.85960
2.3258,-1.4494,0,0.85960
2.3933,-1.4494,0,0.85960
2.4607,-1.4494,0,0.85960
2.5281,-1.4494,0,0.85960
2.5955,-1.4494,0,0.85960
2.6629,-1.4494,0,0.85960
2.7303,-1.4494,0,0.85960
2.7978,-1.4494,0,0.85960
2.8652,-1.4494,0,0.85960
2.9326,-1.4494,0,0.85960
3.0000,-1.4494,0,0.85960
-3.0000,-1.3820,0,0.85960
-2.9326,-1.3820,0,0.85960
-2.8652,-1.3820,0,0.85960
-2.7978,-1.3820,0,0.85960
-2.7303,-1.3820,0,0.85960
-2.6629,-1.3820,0,0.85960
-2.5955,-1.3820,0,0.85960
-2.5281,-1.3820,0,0.85960
-2.4607,-1.3820,0,0.85960
-2.3933,-1.3820,0,0.85960
-2.3258,-1.3820,0,0.85960
-2.2584,-1.3820,0,0.85960
-2.1910,-1.3820,0,0.85960
-2.1236,-1.3820,0,0.85960
-2.0562,-1.3820,0,0.85960
-1.9888,-1.3820,0,0.85960
-1.9213,-1.3820,0,0.85960
-1.8539,-1.3820,0,0.85960
-1.7865,-1.3820,0,0.85960
-1.7191,-1.3820,0,0.85960
-1.6517,-1.3820,0,0.85960
-1.5843,-1.3820,0,0.85960
-1.5169,-1.3820,0,0.85960
-1.4494,-1.3820,0,0.85960
-1.3820,-1.3820,0,0.85960
-1.3146,-1.3820,0,0.85960
-1.2472,-1.3820,0,0.85960
-1.1798,-1.3820,0,0.85960
-1.1124,-1.3820,0,0.85960
-1.0449,-1.3820,0,0.85960
-0.9775,-1.3820,0,0.85960
-0.9101,-1.3820,0,0.85960
-0.8427,-1.3820,0,0.85960
-0.7753,-1.3820,0,0.85960
-0.7079,-1.3820,0,0.85960
-0.6404,-1.3820,0,0.85960
-0.5730,-1.3820,0,0.85960
-0.5056,-1.3820,0,0.85960
-0.4382,-1.3820,0,0.85960
-0.3708,-1.3820,0,0.85960
-0.3034,-1.3820,0,0.85960
-0.2360,-1.3820,0,0.85960
-0.1685,-1.3820,0,0.85960
-0.1011,-1.3820,0,0.85960
-0.0337,-1.3820,0,0.85960
0.0337,-1.3820,0,0.85960
0.1011,-1.3820,0,0.85960
0.1685,-1.3820,0,0.85960
0.2360,-1.3820,0,0.85960
0.3034,-1.3820,0,0.85960
0.3708,-1.3820,0,0.86023
0.4382,-1.3820,0,0.86106
0.5056,-1.3820,0,0.86189
0.5730,-1.3820,0,0.86272
0.6404,-1.3820,0,0.86354
0.7079,-1.3820,0,0.86437
0.7753,-1.3820,0,0.86519
0.8427,-1.3820,0,0.86601
0.9101,-1.3820,0,0.86683
0.9775,-1.3820,0,0.86765
1.0449,-1.3820,0,0.86847
1.1124,-1.3820,0,0.86928
1.1798,-1.3820,0,0.87010
1.2472,-1.3820,0,0.87091
1.3146,-1.3820,0,0.87172
1.3820,-1.3820,0,0.87253
1.4494,-1.3820,0,0.87334
1.5169,-1.3820,0,0.87415
1.5843,-1.3820,0,0.87495
1.6517,-1.3820,0,0.87576
1.7191,-1.3820,0,0.87656
1.7865,-1.3820,0,0.87736
1.8539,-1.3820,0,0.87816
1.9213,-1.3820,0,0.87896
1.9888,-1.3820,0,0.87976
2.0562,-1.3820,0,0.88056
2.1236,-1.3820,0,0.88135
2.1910,-1.3820,0,0.88214
2.2584,-1.3820,0,0.88294
2.3258,-1.3820,0,0.88373
2.3933,-1.3820,0,0.88452
2.4607,-1.3820,0,0.88530
2.5281,-1.3820,0,0.88609
2.5955,-1.3820,0,0.88688
2.6629,-1.3820,0,0.88766
2.7303,-1.3820,0,0.88844
2.7978,-1.3820,0,0.88890
2.8652,-1.3820,0,0.88890
2.9326,-1.3820,0,0.88890
3.0000,-1.3820,0,0.88890
-3.0000,-1.3146,0,0.85960
-2.9326,-1.3146,0,0.85960
-2.8652,-1.3146,0,0.85960
-2.7978,-1.3146,0,0.85960
-2.7303,-1.3146,0,0.85960
-2.6629,-1.3146,0,0.85960
-2.5955,-1.3146,0,0.85960
-2.5281,-1.3146,0,0.85960
-2.4607,-1.3146,0,0.85960
-2.3933,-1.3146,0,0.85960
-2.3258,-1.3146,0,0.85960
-2.2584,-1.3146,0,0.85960
-2.1910,-1.3146,0,0.85960
-2.1236,-1.3146,0,0.85960
-2.0562,-1.3146,0,0.85960
-1.9888,-1.3146,0,0.85960
-1.9213,-1.3146,0,0.85960
-1.8539,-1.3146,0,0.85960
-1.7865,-1.3146,0,0.85960
-1.7191,-1.3146,0,0.85960
-1.6517,-1.3146,0,0.85960
-1.5843,-1.3146,0,0.85960
-1.5169,-1.3146,0,0.85960
-1.4494,-1.3146,0,0.85960
-1.3820,-1.3146,0,0.85960
-1.3146,-1.3146,0,0.85960
-1.2472,-1.3146,0,0.85960
-1.1798,-1.3146,0,0.85960
-1.1124,-1.3146,0,0.85960
-1.0449,-1.3146,0,0.85960
-0.9775,-1.3146,0,0.85960
-0.9101,-1.3146,0,0.85960
-0.8427,-1.3146,0,0.85960
-0.7753,-1.3146,0,0.85960
-0.7079,-1.3146,0,0.85960
-0.6404,-1.3146,0,0.85960
-0.5730,-1.3146,0,0.85960
-0.5056,-1.3146,0,0.85960
-0.4382,-1.3146,0,0.85960
-0.3708,-1.3146,0,0.85960
-0.3034,-1.3146,0,0.85960
-0.2360,-1.3146,0,0.85960
-0.1685,-1.3146,0,0.85960
-0.1011,-1.3146,0,0.85960
-0.0337,-1.3146,0,0.85960
0.0337,-1.3146,0,0.85960
0.1011,-1.3146,0,0.85960
0.1685,-1.3146,0,0.85960
0.2360,-1.3146,0,0.85960
0.3034,-1.3146,0,0.85960
0.3708,-1.3146,0,0.85960
0.4382,-1.3146,0,0.85960
0.5056,-1.3146,0,0.85960
0.5730,-1.3146,0,0.85960
0.6404,-1.3146,0,0.85960
0.7079,-1.3146,0,0.85960
0.7753,-1.3146,0,0.85975
0.8427,-1.3146,0,0.86221
0.9101,-1.3146,0,0.86466
0.9775,-1.3146,0,0.86710
1.0449,-1.3146,0,0.86952
1.1124,-1.3146,0,0.87193
1.1798,-1.3146,0,0.87434
1.2472,-1.3146,0,0.87672
1.3146,-1.3146,0,0.87910
1.3820,-1.3146,0,0.88146
1.4494,-1.3146,0,0.88381
1.5169,-1.3146,0,0.88615
1.5843,-1.3146,0,0.88848
1.6517,-1.3146,0,0.88890
1.7191,-1.3146,0,0.88890
1.7865,-1.3146,0,0.88890
1.8539,-1.3146,0,0.88890
1.9213,-1.3146,0,0.88890
1.9888,-1.3146,0,0.88890
2.0562,-1.3146,0,0.88890
2.1236,-1.3146,0,0.88890
2.1910,-1.3146,0,0.88890
2.2584,-1.3146,0,0.88890
2.3258,-1.3146,0,0.88890
2.3933,-1.3146,0,0.88890
2.4607,-1.3146,0,0.88890
2.5281,-1.3146,0,0.88890
2.5955,-1.3146,0,0.88890
2.6629,-1.3146,0,0.88890
2.7303,-1.3146,0,0.88890
2.7978,-1.3146,0,0.88890
2.8652,-1.3146,0,0.88890
2.9326,-1.3146,0,0.88890
3.0000,-1.3146,0,0.88890
-3.0000,-1.2472,0,0.74138
-2.9326,-1.2472,0,0.74581
-2.8652,-1.2472,0,0.75199
-2.7978,-1.2472,0,0.75813
-2.7303,-1.2472,0,0.76423
-2.6629,-1.2472,0,0.77029
-2.5955,-1.2472,0,0.77120
-2.5281,-1.2472,0,0.77120
-2.4607,-1.2472,0,0.77120
-2.3933,-1.2472,0,0.77120
-2.3258,-1.2472,0,0.77120
-2.2584,-1.2472,0,0.77120
-2.1910,-1.2472,0,0.77120
-2.1236,-1.2472,0,0.77120
-2.0562,-1.2472,0,0.77120
-1.9888,-1.2472,0,0.77120
-1.9213,-1.2472,0,0.78536
-1.8539,-1.2472,0,0.80227
-1.7865,-1.2472,0,0.81908
-1.7191,-1.2472,0,0.83576
-1.6517,-1.2472,0,0.85233
-1.5843,-1.2472,0,0.85960
-1.5169,-1.2472,0,0.85960
-1.4494,-1.2472,0,0.85960
-1.3820,-1.2472,0,0.85960
-1.3146,-1.2472,0,0.85960
-1.2472,-1.2472,0,0.85960
-1.1798,-1.2472,0,0.85960
-1.1124,-1.2472,0,0.85960
-1.0449,-1.2472,0,0.85960
-0.9775,-1.2472,0,0.85960
-0.9101,-1.2472,0,0.85960
-0.8427,-1.2472,0,0.85960
-0.7753,-1.2472,0,0.85960
-0.7079,-1.2472,0,0.85960
-0.6404,-1.2472,0,0.85960
-0.5730,-1.2472,0,0.85960
-0.5056,-1.2472,0,0.85960
-0.4382,-1.2472,0,0.85960
-0.3708,-1.2472,0,0.85960
-0.3034,-1.2472,0,0.85960
-0.2360,-1.2472,0,0.85960
-0.1685,-1.2472,0,0.85960
-0.1011,-1.2472,0,0.85960
-0.0337,-1.2472,0,0.85960
0.0337,-1.2472,0,0.85960
0.1011,-1.2472,0,0.85960
0.1685,-1.2472,0,0.85960
0.2360,-1.2472,0,0.85960
0.3034,-1.2472,0,0.85960
0.3708,-1.2472,0,0.85960
0.4382,-1.2472,0,0.85960
0.5056,-1.2472,0,0.85960
0.5730,-1.2472,0,0.85960
0.6404,-1.2472,0,0.85960
0.7079,-1.2472,0,0.85960
0.7753,-1.2472,0,0.85960
0.8427,-1.2472,0,0.85960
0.9101,-1.2472,0,0.86248
0.9775,-1.2472,0,0.86655
1.0449,-1.2472,0,0.87058
1.1124,-1.2472,0,0.87457
1.1798,-1.2472,0,0.87854
1.2472,-1.2472,0,0.88247
1.3146,-1.2472,0,0.88636
1.3820,-1.2472,0,0.88890
1.4494,-1.2472,0,0.88890
1.5169,-1.2472,0,0.88890
1.5843,-1.2472,0,0.88890
1.6517,-1.2472,0,0.88890
1.7191,-1.2472,0,0.88890
1.7865,-1.2472,0,0.88890
1.8539,-1.2472,0,0.88890
1.9213,-1.2472,0,0.88890
1.9888,-1.2472,0,0.88890
2.0562,-1.2472,0,0.88890
2.1236,-1.2472,0,0.88890
2.1910,-1.2472,0,0.88890
2.2584,-1.2472,0,0.88890
2.3258,-1.2472,0,0.88890
2.3933,-1.2472,0,0.88890
2.4607,-1.2472,0,0.88890
2.5281,-1.2472,0,0.88890
2.5955,-1.2472,0,0.88890
2.6629,-1.2472,0,0.88890
2.7303,-1.2472,0,0.88890
2.7978,-1.2472,0,0.88890
2.8652,-1.2472,0,0.88890
2.9326,-1.2472,0,0.88890
3.0000,-1.2472,0,0.88890
-3.0000,-1.1798,0,0.67370
-2.9326,-1.1798,0,0.67370
-2.8652,-1.1798,0,0.67370
-2.7978,-1.1798,0,0.67370
-2.7303,-1.1798,0,0.67370
-2.6629,-1.1798,0,0.67712
-2.5955,-1.1798,0,0.68272
-2.5281,-1.1798,0,0.68828
-2.4607,-1.1798,0,0.69838
-2.3933,-1.1798,0,0.71252
-2.3258,-1.1798,0,0.72655
-2.2584,-1.1798,0,0.73530
-2.1910,-1.1798,0,0.73530
-2.1236,-1.1798,0,0.73530
-2.0562,-1.1798,0,0.73558
-1.9888,-1.1798,0,0.73758
-1.9213,-1.1798,0,0.73957
-1.8539,-1.1798,0,0.74154
-1.7865,-1.1798,0,0.74899
-1.7191,-1.1798,0,0.75760
-1.6517,-1.1798,0,0.76613
-1.5843,-1.1798,0,0.77120
-1.5169,-1.1798,0,0.77120
-1.4494,-1.1798,0,0.77120
-1.3820,-1.1798,0,0.77120
-1.3146,-1.1798,0,0.77120
-1.2472,-1.1798,0,0.77120
-1.1798,-1.1798,0,0.77120
-1.1124,-1.1798,0,0.77689
-1.0449,-1.1798,0,0.80060
-0.9775,-1.1798,0,0.82409
-0.9101,-1.1798,0,0.84735
-0.8427,-1.1798,0,0.85960
-0.7753,-1.1798,0,0.85960
-0.7079,-1.1798,0,0.85960
-0.6404,-1.1798,0,0.85960
-0.5730,-1.1798,0,0.85960
-0.5056,-1.1798,0,0.85960
-0.4382,-1.1798,0,0.85960
-0.3708,-1.1798,0,0.85960
-0.3034,-1.1798,0,0.85960
-0.2360,-1.1798,0,0.85960
-0.1685,-1.1798,0,0.85960
-0.1011,-1.1798,0,0.85960
-0.0337,-1.1798,0,0.85960
0.0337,-1.1798,0,0.85960
0.1011,-1.1798,0,0.85960
0.1685,-1.1798,0,0.85960
0.2360,-1.1798,0,0.85960
0.3034,-1.1798,0,0.85960
0.3708,-1.1798,0,0.85960
0.4382,-1.1798,0,0.85960
0.5056,-1.1798,0,0.85960
0.5730,-1.1798,0,0.85960
0.6404,-1.1798,0,0.85960
0.7079,-1.1798,0,0.85960
0.7753,-1.1798,0,0.85960
0.8427,-1.1798,0,0.85960
0.9101,-1.1798,0,0.86029
0.9775,-1.1798,0,0.86599
1.0449,-1.1798,0,0.87163
1.1124,-1.1798,0,0.87720
1.1798,-1.1798,0,0.88270
1.2472,-1.1798,0,0.88814
1.3146,-1.1798,0,0.88890
1.3820,-1.1798,0,0.88890
1.4494,-1.1798,0,0.88890
1.5169,-1.1798,0,0.88890
1.5843,-1.1798,0,0.88890
1.6517,-1.1798,0,0.88890
1.7191,-1.1798,0,0.88890
1.7865,-1.1798,0,0.88890
1.8539,-1.1798,0,0.88890
1.9213,-1.1798,0,0.88890
1.9888,-1.1798,0,0.88890
2.0562,-1.1798,0,0.88890
2.1236,-1.1798,0,0.88890
2.1910,-1.1798,0,0.88890
2.2584,-1.1798,0,0.88890
2.3258,-1.1798,0,0.88890
2.3933,-1.1798,0,0.88890
2.4607,-1.1798,0,0.88890
2.5281,-1.1798,0,0.89220
2.5955,-1.1798,0,0.89714
2.6629,-1.1798,0,0.90201
2.7303,-1.1798,0,0.90682
2.7978,-1.1798,0,0.91156
2.8652,-1.1798,0,0.91625
2.9326,-1.1798,0,0.92087
3.0000,-1.1798,0,0.92412
-3.0000,-1.1124,0,0.60430
-2.9326,-1.1124,0,0.60430
-2.8652,-1.1124,0,0.60430
-2.7978,-1.1124,0,0.60430
-2.7303,-1.1124,0,0.60430
-2.6629,-1.1124,0,0.60430
-2.5955,-1.1124,0,0.60430
-2.5281,-1.1124,0,0.60430
-2.4607,-1.1124,0,0.62105
-2.3933,-1.1124,0,0.65239
-2.3258,-1.1124,0,0.67370
-2.2584,-1.1124,0,0.67370
-2.1910,-1.1124,0,0.67370
-2.1236,-1.1124,0,0.67370
-2.0562,-1.1124,0,0.67370
-1.9888,-1.1124,0,0.67370
-1.9213,-1.1124,0,0.67370
-1.8539,-1.1124,0,0.67672
-1.7865,-1.1124,0,0.68391
-1.7191,-1.1124,0,0.69126
-1.6517,-1.1124,0,0.70948
-1.5843,-1.1124,0,0.72752
-1.5169,-1.1124,0,0.73530
-1.4494,-1.1124,0,0.73530
-1.3820,-1.1124,0,0.73543
-1.3146,-1.1124,0,0.73800
-1.2472,-1.1124,0,0.74055
-1.1798,-1.1124,0,0.74709
-1.1124,-1.1124,0,0.75815
-1.0449,-1.1124,0,0.76910
-0.9775,-1.1124,0,0.77120
-0.9101,-1.1124,0,0.77120
-0.8427,-1.1124,0,0.77120
-0.7753,-1.1124,0,0.77120
-0.7079,-1.1124,0,0.77120
-0.6404,-1.1124,0,0.77833
-0.5730,-1.1124,0,0.80875
-0.5056,-1.1124,0,0.83879
-0.4382,-1.1124,0,0.85960
-0.3708,-1.1124,0,0.85960
-0.3034,-1.1124,0,0.85960
-0.2360,-1.1124,0,0.85960
-0.1685,-1.1124,0,0.85960
-0.1011,-1.1124,0,0.85960
-0.0337,-1.1124,0,0.85960
0.0337,-1.1124,0,0.85960
0.1011,-1.1124,0,0.85960
0.1685,-1.1124,0,0.85960
0.2360,-1.1124,0,0.85960
0.3034,-1.1124,0,0.85960
0.3708,-1.1124,0,0.85960
0.4382,-1.1124,0,0.85960
0.5056,-1.1124,0,0.85960
0.5730,-1.1124,0,0.85960
0.6404,-1.1124,0,0.85960
0.7079,-1.1124,0,0.85960
0.7753,-1.1124,0,0.85960
0.8427,-1.1124,0,0.85960
0.9101,-1.1124,0,0.85960
0.9775,-1.1124,0,0.86544
1.0449,-1.1124,0,0.87268
1.1124,-1.1124,0,0.87981
1.1798,-1.1124,0,0.88682
1.2472,-1.1124,0,0.88890
1.3146,-1.1124,0,0.88890
1.3820,-1.1124,0,0.88890
1.4494,-1.1124,0,0.88890
1.5169,-1.1124,0,0.88890
1.5843,-1.1124,0,0.88890
1.6517,-1.1124,0,0.88890
1.7191,-1.1124,0,0.88890
1.7865,-1.1124,0,0.88890
1.8539,-1.1124,0,0.88890
1.9213,-1.1124,0,0.88890
1.9888,-1.1124,0,0.88890
2.0562,-1.1124,0,0.88890
2.1236,-1.1124,0,0.88890
2.1910,-1.1124,0,0.89237
2.2584,-1.1124,0,0.89870
2.3258,-1.1124,0,0.90492
2.3933,-1.1124,0,0.91104
2.4607,-1.1124,0,0.91706
2.5281,-1.1124,0,0.92297
2.5955,-1.1124,0,0.92559
2.6629,-1.1124,0,0.92810
2.7303,-1.1124,0,0.93056
2.7978,-1.1124,0,0.93298
2.8652,-1.1124,0,0.93536
2.9326,-1.1124,0,0.93770
3.0000,-1.1124,0,0.93810
-3.0000,-1.0449,0,0.55410
-2.9326,-1.0449,0,0.58444
-2.8652,-1.0449,0,0.60430
-2.7978,-1.0449,0,0.60430
-2.7303,-1.0449,0,0.60430
-2.6629,-1.0449,0,0.60430
-2.5955,-1.0449,0,0.60430
-2.5281,-1.0449,0,0.60430
-2.4607,-1.0449,0,0.60430
-2.3933,-1.0449,0,0.60430
-2.3258,-1.0449,0,0.60430
-2.2584,-1.0449,0,0.60430
-2.1910,-1.0449,0,0.60430
-2.1236,-1.0449,0,0.60430
-2.0562,-1.0449,0,0.60430
-1.9888,-1.0449,0,0.60430
-1.9213,-1.0449,0,0.60430
-1.8539,-1.0449,0,0.60866
-1.7865,-1.0449,0,0.64704
-1.7191,-1.0449,0,0.67370
-1.6517,-1.0449,0,0.67370
-1.5843,-1.0449,0,0.67370
-1.5169,-1.0449,0,0.67370
-1.4494,-1.0449,0,0.67370
-1.3820,-1.0449,0,0.67370
-1.3146,-1.0449,0,0.67947
-1.2472,-1.0449,0,0.68822
-1.1798,-1.0449,0,0.70631
-1.1124,-1.0449,0,0.72836
-1.0449,-1.0449,0,0.73530
-0.9775,-1.0449,0,0.73530
-0.9101,-1.0449,0,0.73727
-0.8427,-1.0449,0,0.74038
-0.7753,-1.0449,0,0.74883
-0.7079,-1.0449,0,0.76231
-0.6404,-1.0449,0,0.77120
-0.5730,-1.0449,0,0.77120
-0.5056,-1.0449,0,0.77120
-0.4382,-1.0449,0,0.77120
-0.3708,-1.0449,0,0.77120
-0.3034,-1.0449,0,0.79994
-0.2360,-1.0449,0,0.83672
-0.1685,-1.0449,0,0.85960
-0.1011,-1.0449,0,0.85960
-0.0337,-1.0449,0,0.85960
0.0337,-1.0449,0,0.85960
0.1011,-1.0449,0,0.85960
0.1685,-1.0449,0,0.85960
0.2360,-1.0449,0,0.85960
0.3034,-1.0449,0,0.85960
0.3708,-1.0449,0,0.85960
0.4382,-1.0449,0,0.85960
0.5056,-1.0449,0,0.85960
0.5730,-1.0449,0,0.85960
0.6404,-1.0449,0,0.85960
0.7079,-1.0449,0,0.85960
0.7753,-1.0449,0,0.85960
0.8427,-1.0449,0,0.85960
0.9101,-1.0449,0,0.85960
0.9775,-1.0449,0,0.86489
1.0449,-1.0449,0,0.87372
1.1124,-1.0449,0,0.88240
1.1798,-1.0449,0,0.88890
1.2472,-1.0449,0,0.88890
1.3146,-1.0449,0,0.88890
1.3820,-1.0449,0,0.88890
1.4494,-1.0449,0,0.88890
1.5169,-1.0449,0,0.88890
1.5843,-1.0449,0,0.88890
1.6517,-1.0449,0,0.88890
1.7191,-1.0449,0,0.88890
1.7865,-1.0449,0,0.88890
1.8539,-1.0449,0,0.88890
1.9213,-1.0449,0,0.88890
1.9888,-1.0449,0,0.89397
2.0562,-1.0449,0,0.90166
2.1236,-1.0449,0,0.90919
2.1910,-1.0449,0,0.91656
2.2584,-1.0449,0,0.92340
2.3258,-1.0449,0,0.92650
2.3933,-1.0449,0,0.92954
2.4607,-1.0449,0,0.93251
2.5281,-1.0449,0,0.93542
2.5955,-1.0449,0,0.93810
2.6629,-1.0449,0,0.93810
2.7303,-1.0449,0,0.93810
2.7978,-1.0449,0,0.93810
2.8652,-1.0449,0,0.93810
2.9326,-1.0449,0,0.93810
3.0000,-1.0449,0,0.93848
-3.0000,-0.9775,0,0.47310
-2.9326,-0.9775,0,0.47310
-2.8652,-0.9775,0,0.47310
-2.7978,-0.9775,0,0.47310
-2.7303,-0.9775,0,0.48741
-2.6629,-0.9775,0,0.54807
-2.5955,-0.9775,0,0.55410
-2.5281,-0.9775,0,0.55410
-2.4607,-0.9775,0,0.55410
-2.3933,-0.9775,0,0.55410
-2.3258,-0.9775,0,0.58573
-2.2584,-0.9775,0,0.60430
-2.1910,-0.9775,0,0.60430
-2.1236,-0.9775,0,0.60430
-2.0562,-0.9775,0,0.60430
-1.9888,-0.9775,0,0.60430
-1.9213,-0.9775,0,0.60430
-1.8539,-0.9775,0,0.60430
-1.7865,-0.9775,0,0.60430
-1.7191,-0.9775,0,0.60430
-1.6517,-0.9775,0,0.60430
-1.5843,-0.9775,0,0.60430
-1.5169,-0.9775,0,0.60430
-1.4494,-0.9775,0,0.60430
-1.3820,-0.9775,0,0.63109
-1.3146,-0.9775,0,0.67370
-1.2472,-0.9775,0,0.67370
-1.1798,-0.9775,0,0.67370
-1.1124,-0.9775,0,0.67370
-1.0449,-0.9775,0,0.67370
-0.9775,-0.9775,0,0.67659
-0.9101,-0.9775,0,0.68695
-0.8427,-0.9775,0,0.70710
-0.7753,-0.9775,0,0.73312
-0.7079,-0.9775,0,0.73530
-0.6404,-0.9775,0,0.73594
-0.5730,-0.9775,0,0.73964
-0.5056,-0.9775,0,0.74806
-0.4382,-0.9775,0,0.76398
-0.3708,-0.9775,0,0.77120
-0.3034,-0.9775,0,0.77120
-0.2360,-0.9775,0,0.77120
-0.1685,-0.9775,0,0.77120
-0.1011,-0.9775,0,0.80116
-0.0337,-0.9775,0,0.84454
0.0337,-0.9775,0,0.85960
0.1011,-0.9775,0,0.85960
0.1685,-0.9775,0,0.85960
0.2360,-0.9775,0,0.85960
0.3034,-0.9775,0,0.85960
0.3708,-0.9775,0,0.85960
0.4382,-0.9775,0,0.85960
0.5056,-0.9775,0,0.85960
0.5730,-0.9775,0,0.85960
0.6404,-0.9775,0,0.85960
0.7079,-0.9775,0,0.85960
0.7753,-0.9775,0,0.85960
0.8427,-0.9775,0,0.85960
0.9101,-0.9775,0,0.85960
0.9775,-0.9775,0,0.86433
1.0449,-0.9775,0,0.87477
1.1124,-0.9775,0,0.88498
1.1798,-0.9775,0,0.88890
1.2472,-0.9775,0,0.88890
1.3146,-0.9775,0,0.88890
1.3820,-0.9775,0,0.88890
1.4494,-0.9775,0,0.88890
1.5169,-0.9775,0,0.88890
1.5843,-0.9775,0,0.88890
1.6517,-0.9775,0,0.88890
1.7191,-0.9775,0,0.88890
1.7865,-0.9775,0,0.88890
1.8539,-0.9775,0,0.89628
1.9213,-0.9775,0,0.90529
1.9888,-0.9775,0,0.91408
2.0562,-0.9775,0,0.92266
2.1236,-0.9775,0,0.92658
2.1910,-0.9775,0,0.93016
2.2584,-0.9775,0,0.93365
2.3258,-0.9775,0,0.93705
2.3933,-0.9775,0,0.93810
2.4607,-0.9775,0,0.93810
2.5281,-0.9775,0,0.93810
2.5955,-0.9775,0,0.93810
2.6629,-0.9775,0,0.93810
2.7303,-0.9775,0,0.93909
2.7978,-0.9775,0,0.94015
2.8652,-0.9775,0,0.94118
2.9326,-0.9775,0,0.94219
3.0000,-0.9775,0,0.94317
-3.0000,-0.9101,0,0.47310
-2.9326,-0.9101,0,0.47310
-2.8652,-0.9101,0,0.47310
-2.7978,-0.9101,0,0.47310
-2.7303,-0.9101,0,0.47310
-2.6629,-0.9101,0,0.47310
-2.5955,-0.9101,0,0.47310
-2.5281,-0.9101,0,0.47310
-2.4607,-0.9101,0,0.47310
-2.3933,-0.9101,0,0.47310
-2.3258,-0.9101,0,0.47310
-2.2584,-0.9101,0,0.47310
-2.1910,-0.9101,0,0.53142
-2.1236,-0.9101,0,0.55410
-2.0562,-0.9101,0,0.55410
-1.9888,-0.9101,0,0.55410
-1.9213,-0.9101,0,0.56141
-1.8539,-0.9101,0,0.60386
-1.7865,-0.9101,0,0.60430
-1.7191,-0.9101,0,0.60430
-1.6517,-0.9101,0,0.60430
-1.5843,-0.9101,0,0.60430
-1.5169,-0.9101,0,0.60430
-1.4494,-0.9101,0,0.60430
-1.3820,-0.9101,0,0.60430
-1.3146,-0.9101,0,0.60430
